cal,calibration_alpha_rmse,failure,fault,feasibility_risk_ext,feasibility_risk_ext_est,feasibility_risk_tau_only,hold_ee_error,horizon,rho_tau,rho_vel,seed,target,torque
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,20,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,21,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,22,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,23,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,24,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,25,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,26,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,27,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,28,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,29,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,30,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,31,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,32,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,33,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,34,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,35,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,36,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,37,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,38,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,39,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,40,far,loose
